N,P,K,temperature,humidity,ph,rainfall,label
101,55,55,25.89,88.82,6.02,161.7,coffee
93,30,36,22.82,80.15,6.19,223.17,coffee
94,32,33,23.39,89.57,6.11,239.68,coffee
85,54,59,16.06,60.34,6.21,211.55,coffee
111,39,39,18.33,86.74,6.25,239.88,coffee
98,41,53,17.67,69.35,6.15,193.35,coffee
117,41,31,26.55,69.84,6.21,250.42,coffee
87,51,39,26.44,85.72,6.19,219.3,coffee
84,32,52,17.45,60.25,6.49,214.76,coffee
110,50,31,15.11,79.24,6.03,190.89,coffee
98,52,47,23.51,61.47,6.05,169.29,coffee
112,36,48,16.37,65.65,6.25,268.98,coffee
110,42,54,19.55,85.38,6.47,279.71,coffee
112,56,57,15.07,61.55,6.46,286.27,coffee
98,51,54,19.25,76.11,6.11,271.67,coffee
111,39,38,21.2,83.5,6.22,187.8,coffee
99,38,37,21.47,64.44,6.41,213.09,coffee
119,56,50,26.04,88.54,6.28,174.8,coffee
110,55,59,26.24,80.8,6.31,152.21,coffee
113,39,54,21.51,74.69,6.23,180.84,coffee
80,30,57,26.42,80.46,6.27,294.11,coffee
104,39,41,16.67,71.46,6.29,260.56,coffee
84,43,31,22.0,75.99,6.32,195.58,coffee
115,44,57,17.43,77.3,6.34,168.06,coffee
91,48,44,18.51,71.77,6.2,176.78,coffee
113,45,30,25.15,71.0,6.49,215.16,coffee
104,53,58,18.45,77.12,6.22,233.46,coffee
102,55,59,23.4,89.58,6.02,282.98,coffee
89,54,44,19.14,71.04,6.19,296.9,coffee
85,34,31,16.68,75.33,6.08,242.44,coffee
105,57,30,25.74,61.28,6.21,219.16,coffee
115,44,35,15.2,84.51,6.15,172.45,coffee
112,44,59,20.52,68.67,6.09,264.33,coffee
110,51,32,18.85,67.34,6.11,170.5,coffee
115,41,49,20.9,66.36,6.1,278.88,coffee
98,51,33,20.21,72.92,6.03,218.24,coffee
94,47,36,26.09,66.59,6.03,260.82,coffee
109,52,31,15.83,66.79,6.4,270.66,coffee
99,59,31,16.22,78.63,6.46,194.87,coffee
104,50,43,24.95,85.2,6.4,152.48,coffee
84,31,51,27.18,66.75,6.23,187.58,coffee
103,48,59,18.52,68.91,6.18,298.33,coffee
102,50,45,27.82,72.76,6.3,158.18,coffee
93,48,56,20.25,60.49,6.3,151.9,coffee
109,50,44,18.06,69.93,6.48,199.96,coffee
106,45,59,16.94,77.41,6.33,258.17,coffee
94,49,49,26.56,79.96,6.31,243.89,coffee
85,59,55,16.31,78.17,6.34,246.44,coffee
99,52,37,20.43,75.76,6.06,298.76,coffee
105,51,39,23.88,79.12,6.44,237.9,coffee
113,35,58,20.35,80.18,6.39,250.03,coffee
109,55,51,15.77,77.45,6.07,295.1,coffee
87,37,48,21.55,64.85,6.18,164.8,coffee
98,55,50,17.08,62.56,6.19,276.29,coffee
82,48,34,17.71,82.95,6.47,257.53,coffee
87,48,39,20.08,62.69,6.31,224.28,coffee
86,45,35,20.7,76.57,6.28,191.61,coffee
82,35,33,20.05,84.62,6.23,240.55,coffee
112,49,43,25.11,64.56,6.09,165.07,coffee
101,54,57,26.82,79.48,6.04,170.31,coffee
118,53,38,24.37,79.29,6.28,258.45,coffee
115,39,33,18.12,70.76,6.46,236.27,coffee
117,48,37,19.19,76.88,6.14,164.35,coffee
116,59,39,24.38,84.32,6.21,261.96,coffee
81,33,37,17.06,61.56,6.12,252.61,coffee
97,42,37,22.58,62.09,6.02,159.17,coffee
110,47,32,25.98,87.73,6.25,187.1,coffee
113,48,32,22.84,80.07,6.33,216.88,coffee
99,35,58,26.21,64.78,6.24,182.76,coffee
113,35,54,15.67,70.11,6.38,194.15,coffee
87,50,50,18.2,81.86,6.37,209.62,coffee
85,44,46,26.98,79.19,6.09,252.41,coffee
101,57,39,21.69,84.42,6.36,242.26,coffee
99,37,55,18.69,81.99,6.05,262.81,coffee
112,39,59,16.83,86.31,6.09,269.59,coffee
107,43,35,19.11,79.21,6.22,163.86,coffee
96,56,48,15.73,75.75,6.04,275.59,coffee
84,33,41,26.79,80.95,6.46,271.72,coffee
96,57,39,18.98,66.53,6.16,244.27,coffee
113,38,48,27.1,77.1,6.37,292.63,coffee
84,40,56,23.66,77.48,6.24,177.98,coffee
96,43,39,21.71,62.84,6.16,152.92,coffee
94,54,44,25.78,84.06,6.36,269.0,coffee
93,55,58,17.77,69.76,6.08,243.08,coffee
108,34,50,20.63,68.3,6.49,188.81,coffee
86,46,31,25.7,77.6,6.31,273.08,coffee
108,47,47,17.32,87.73,6.38,222.2,coffee
105,51,44,23.16,60.0,6.01,208.43,coffee
96,48,43,20.59,80.73,6.26,296.54,coffee
85,50,51,27.42,72.41,6.48,273.57,coffee
106,36,49,20.65,76.76,6.03,254.44,coffee
